College Name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Total_Cost,Acceptance_Rate,Faculty_Quality_Index,Student_Success_Index,Region,College_Size,Funding_Type,Academic_Standing
College of the Holy Cross,Yes,2994.0,1691,659,70.0,95,2675,22,18000.0,6300.0,400,900,92.0,96.0,11.3,55,12138.0,110,25600,0.564796259,89.2,76.91481055,West,Medium,Public,Low
College of William and Mary,No,7117.0,3106,1217,68.0,88,5186,134,11720.0,4298.0,600,800,89.0,92.0,13.6,31,9534.0,93,17418,0.43641984,86.0,66.51534294,West,Medium,Public,Elite
College of Wooster,Yes,1549.0,1883,553,29.0,65,1704,1,9998.0,4690.0,500,500,84.0,96.0,11.1,43,14140.0,69,5690,0.779156328,77.8,53.7225758,Midwest,Small,Public,Medium
Colorado College,Yes,3207.0,1577,490,56.0,87,1892,7,17142.0,4190.0,450,1200,85.0,97.0,11.3,51,14664.0,84,22982,0.491736826,84.0,49.97389842,South,Small,Private,High
Colorado State University,No,9478.0,6312,2194,29.0,65,15646,1829,8412.0,4180.0,470,1800,87.0,89.0,19.2,10,7850.0,59,14862,0.665963283,76.2,46.16909536,Northeast,Large,Public,Low
Columbia College MO,Yes,314.0,158,132,10.0,28,690,5346,8294.0,3700.0,400,900,87.0,87.0,15.3,2,5015.0,37,13294,0.503184713,71.6,25.94140955,Midwest,Small,Private,Low
Columbia College,Yes,737.0,614,242,21.0,67,968,237,10425.0,3975.0,500,1500,61.0,77.0,14.7,34,8693.0,76,16400,0.833107191,59.4,52.18109069,South,Small,Religious,High
Columbia University,Yes,6756.0,1930,871,78.0,96,3376,55,18624.0,6664.0,550,300,97.0,98.0,5.9,21,30639.0,99,26138,0.285671995,93.6,61.94442383,Northeast,Medium,Private,Elite
Concordia College at St. Paul,Yes,281.0,266,139,13.0,29,1049,181,10500.0,3750.0,450,950,69.0,75.0,12.8,18,6955.0,45,15650,0.946619217,60.2,34.01524334,West,Small,Public,Low
Concordia Lutheran College,Yes,232.0,216,106,16.0,34,534,172,6900.0,3800.0,450,1825,67.0,76.0,12.1,9,6875.0,42,12975,0.931034483,60.4,17.32946074,West,Small,Private,Low
Concordia University CA,Yes,688.0,497,144,30.0,75,641,101,10800.0,4440.0,570,1515,55.0,60.0,13.1,13,8415.0,55,17325,0.722383721,52.0,41.74197006,Midwest,Small,Private,Low
Concordia University,Yes,528.0,403,186,23.0,56,1168,145,9216.0,4200.0,400,1000,56.0,64.0,12.1,13,7309.0,75,10616,0.763257576,52.6,45.03947082,Midwest,Small,Public,Medium
Connecticut College,Yes,3035.0,1546,438,42.0,93,1630,232,18740.0,6300.0,600,500,86.0,95.0,10.7,40,14773.0,91,26140,0.509390445,80.8,63.96728956,Northeast,Small,Private,Elite
Converse College,Yes,1549.0,407,149,35.0,70,643,80,12050.0,3700.0,500,900,63.0,76.0,10.2,31,10965.0,75,17150,0.779156328,62.6,51.90415581,South,Small,Public,Medium
Cornell College,Yes,1538.0,1329,383,33.0,68,1140,10,9998.0,4323.0,550,800,71.0,76.0,12.2,31,10340.0,64,5673,0.864109233,65.4,50.64769074,Northeast,Small,Public,Medium
Creighton University,Yes,2967.0,2836,876,30.0,60,3450,644,10628.0,4372.0,650,2055,85.0,90.0,6.5,32,22906.0,85,17705,0.955847658,76.0,58.60672415,Midwest,Medium,Public,High
Culver-Stockton College,Yes,1576.0,1110,274,24.0,55,992,112,8000.0,3700.0,400,500,51.0,52.0,14.1,28,5807.0,51,12600,0.704314721,46.0,32.22930719,South,Small,Public,Low
Cumberland College,Yes,995.0,789,398,26.0,47,1306,122,6230.0,3526.0,400,600,42.0,44.0,13.0,4,8189.0,63,10756,0.792964824,39.6,41.56698652,South,Small,Public,Medium
D'Youville College,Yes,866.0,619,157,18.0,47,1074,336,9998.0,4200.0,680,1320,75.0,82.0,14.6,42,8415.0,46,15230,0.7147806,58.0,38.56441384,South,Small,Private,Low
Dana College,Yes,504.0,482,185,10.0,36,550,84,9130.0,3322.0,450,1450,46.0,51.0,12.6,25,8686.0,54,14352,0.956349206,40.8,40.48148485,Northeast,Small,Religious,Low
Daniel Webster College,Yes,585.0,508,153,12.0,30,460,536,12292.0,4934.0,500,500,61.0,61.0,22.2,10,8643.0,72,18226,0.868376068,51.2,48.47185009,West,Small,Public,Medium
Dartmouth College,Yes,8587.0,2273,1087,87.0,99,3918,32,19545.0,6070.0,550,1100,95.0,99.0,4.7,49,29619.0,98,27265,0.264702457,95.0,67.4177679,South,Medium,Private,Elite
Davidson College,Yes,2373.0,956,452,77.0,96,1601,6,17295.0,5070.0,600,1011,95.0,97.0,12.0,46,17581.0,94,23976,0.402865571,92.2,57.96411455,West,Small,Private,Elite
Defiance College,Yes,571.0,461,174,10.0,26,645,283,10850.0,3670.0,400,1159,58.0,60.0,12.8,19,7505.0,56,16079,0.807355517,49.2,41.142371,Midwest,Small,Public,Low
Delta State University,No,967.0,945,459,15.0,48,2806,538,4528.0,1880.0,500,1200,49.0,63.0,17.1,16,5113.0,58,8108,0.977249224,47.8,31.80092146,West,Medium,Public,Low
Denison University,Yes,2762.0,2279,533,23.0,60,1835,14,16900.0,4720.0,500,600,88.0,97.0,11.6,45,12423.0,81,22720,0.82512672,78.6,60.45898233,Midwest,Small,Public,High
DePauw University,Yes,1994.0,1656,495,50.0,80,1983,36,14300.0,5020.0,550,950,78.0,94.0,11.1,31,11525.0,82,20820,0.830491474,78.8,58.04310796,West,Small,Public,High
Dickinson College,Yes,3014.0,2539,487,31.0,68,1889,62,18700.0,5000.0,595,1250,87.0,94.0,11.2,39,13861.0,87,25545,0.842402123,78.6,72.834759,Northeast,Small,Public,High
Dickinson State University,No,434.0,412,319,10.0,30,1376,237,4486.0,4200.0,600,2000,50.0,64.0,16.5,28,4525.0,46,7086,0.949308756,47.6,26.69932223,Northeast,Small,Public,Low
Dillard University,Yes,1998.0,1376,651,41.0,88,1539,45,6700.0,3650.0,500,2307,52.0,52.0,14.1,12,7566.0,61,13157,0.688688689,49.8,42.18668954,South,Small,Private,Medium
Doane College,Yes,793.0,709,244,20.0,47,1022,411,9570.0,3000.0,400,1000,67.0,72.0,15.1,42,6852.0,60,13970,0.89407314,59.6,50.9914385,South,Small,Public,Low
Dominican College of Blauvelt,Yes,360.0,329,108,4.0,19,756,863,8310.0,5500.0,600,1800,43.0,43.0,12.7,5,5480.0,54,16210,0.913888889,35.2,43.7569482,South,Small,Public,Low
Dordt College,Yes,604.0,562,328,25.0,50,1048,56,9800.0,4200.0,450,2800,61.0,60.0,12.5,17,7325.0,87,13050,0.930463576,53.4,57.41893974,Midwest,Small,Public,High
Dowling College,Yes,1011.0,829,410,9.0,33,1059,2458,9000.0,4200.0,450,1413,77.0,78.0,12.4,7,11178.0,42,10863,0.819980218,63.8,30.51983714,West,Small,Private,Low
Drake University,Yes,2799.0,2573,839,34.0,65,3322,726,13420.0,4770.0,560,1675,88.0,93.0,15.0,24,9473.0,77,20425,0.919256877,79.2,53.90999678,Midwest,Medium,Public,High
Drew University,Yes,2153.0,1580,321,56.0,84,1192,87,18432.0,5616.0,520,660,93.0,97.0,10.2,28,14907.0,83,25228,0.733859731,87.2,59.50977934,South,Small,Private,High
Drury College,Yes,700.0,650,314,33.0,66,1065,48,8730.0,4200.0,500,750,82.0,92.0,13.2,35,9303.0,67,9980,0.928571429,76.2,43.40659782,West,Small,Public,Medium
Duke University,Yes,13789.0,3893,1583,90.0,98,6188,53,9998.0,4200.0,625,1162,75.0,82.0,13.6,44,8415.0,97,26327,0.282326492,94.4,67.45339799,South,Medium,Public,Elite
Earlham College,Yes,1549.0,1006,274,35.0,63,1028,13,15036.0,4056.0,600,600,90.0,94.0,10.6,46,14634.0,78,20292,0.779156328,80.6,46.60973812,South,Small,Religious,High
East Carolina University,No,9274.0,6362,2435,23.0,44,13171,1687,7248.0,3240.0,500,1700,75.0,78.0,13.2,18,9002.0,58,12688,0.686003882,65.8,41.27561726,West,Large,Public,Low
East Tennessee State University,No,3330.0,2730,1303,15.0,36,6706,2640,5800.0,3000.0,600,2200,73.0,75.0,14.0,9,9825.0,42,11600,0.81981982,62.2,31.65010337,West,Medium,Public,Low
East Texas Baptist University,Yes,379.0,341,265,10.0,36,1050,151,4950.0,2780.0,530,1500,62.0,62.0,15.7,7,5619.0,38,9760,0.899736148,51.6,25.46290294,Midwest,Small,Public,Low
Eastern College,Yes,458.0,369,165,16.0,42,1057,355,11190.0,4800.0,450,1230,60.0,60.0,13.6,22,8135.0,54,17670,0.805676856,51.2,29.72474555,Midwest,Small,Religious,Low
Eastern Connecticut State University,No,2172.0,1493,564,14.0,50,2766,1531,5962.0,4316.0,650,500,71.0,76.0,13.6,14,5719.0,50,11428,0.687384899,61.6,39.94265931,Northeast,Medium,Private,Low
Eastern Illinois University,No,5597.0,4253,1565,12.0,38,9161,845,5710.0,3066.0,120,25000,62.0,71.0,16.2,5,5682.0,76,33896,0.75987136,55.6,55.02262519,South,Large,Private,High
Eastern Mennonite College,Yes,486.0,440,227,19.0,48,903,59,9650.0,3800.0,600,1300,46.0,65.0,11.4,29,10188.0,82,15350,0.905349794,48.2,53.76992451,West,Small,Religious,High
Eastern Nazarene College,Yes,516.0,409,200,17.0,40,1238,30,8770.0,3500.0,450,700,58.0,58.0,17.3,17,6430.0,70,13420,0.792635659,49.8,47.59699777,Midwest,Small,Public,Medium
Eckerd College,Yes,1422.0,1109,366,33.0,65,1363,23,15360.0,4080.0,600,1000,82.0,89.0,12.8,26,15003.0,59,21040,0.779887482,75.0,33.79665299,Midwest,Small,Religious,Low
Elizabethtown College,Yes,2417.0,1843,426,36.0,70,1476,299,14190.0,4400.0,500,750,65.0,68.0,12.8,25,9815.0,81,19840,0.762515515,60.4,51.57294936,Northeast,Small,Public,High
Elmira College,Yes,1457.0,1045,345,23.0,50,1109,502,14990.0,4980.0,450,550,77.0,98.0,21.5,21,7502.0,64,20970,0.717227179,74.6,42.11094327,Midwest,Small,Private,Medium
Elms College,Yes,245.0,208,125,23.0,46,544,436,11800.0,4765.0,450,1700,71.0,71.0,11.3,21,8952.0,86,18715,0.848979592,61.4,66.34210406,Northeast,Small,Public,High
Elon College,Yes,3624.0,2786,858,11.0,39,2933,334,9100.0,3883.0,490,1777,70.0,74.0,18.9,34,6329.0,63,15250,0.768763797,59.8,40.90248305,West,Medium,Public,Medium
Embry Riddle Aeronautical University,Yes,3151.0,2584,958,14.0,40,4772,856,7800.0,4200.0,570,3020,75.0,43.0,16.5,4,12878.0,44,11390,0.820057125,50.0,34.0010683,South,Medium,Religious,Low
Emory & Henry College,Yes,765.0,646,226,30.0,60,809,32,8578.0,4408.0,700,1600,79.0,88.0,13.6,51,8061.0,82,15286,0.844444444,72.8,54.70841899,Northeast,Small,Public,High
Emory University,Yes,8506.0,4168,1236,76.0,97,5544,192,17600.0,6000.0,600,870,97.0,98.0,5.0,28,28457.0,96,25070,0.490007054,93.2,68.4397378,Northeast,Medium,Religious,Elite
Emporia State University,No,1256.0,1256,853,43.0,79,3957,588,9998.0,4200.0,450,1888,75.0,82.0,19.3,4,8415.0,50,5482,1.0,67.4,34.29302249,West,Medium,Public,Low
Erskine College,Yes,659.0,557,167,47.0,74,532,35,9998.0,3840.0,475,1246,76.0,80.0,13.5,47,7527.0,67,5561,0.84522003,71.8,51.265283,West,Small,Private,Medium
Eureka College,Yes,560.0,454,113,36.0,56,484,16,9998.0,3450.0,330,670,62.0,87.0,10.6,31,9552.0,53,4450,0.810714286,66.8,34.42594331,West,Small,Religious,Low
Evergreen State College,No,1801.0,1101,438,14.0,50,3065,363,6297.0,4600.0,5000,1323,75.0,78.0,18.1,14,8355.0,68,17220,0.611327041,64.0,39.73735875,Northeast,Medium,Public,Medium
Fairfield University,Yes,4784.0,3346,781,30.0,66,2984,1037,9998.0,4200.0,700,1100,75.0,82.0,15.1,30,8415.0,94,23000,0.699414716,76.4,58.89025484,Northeast,Medium,Religious,Elite
Fayetteville State University,No,1455.0,1064,452,1.0,16,2632,617,6806.0,2550.0,350,766,75.0,75.0,15.1,10,6972.0,24,10472,0.731271478,60.2,14.14061253,Northeast,Medium,Private,Low
Ferrum College,Yes,1339.0,1107,336,12.0,36,1051,82,9400.0,4200.0,500,1600,53.0,58.0,12.5,9,7967.0,22,15700,0.82673637,46.8,9.154700147,West,Small,Private,Low
Flagler College,Yes,1415.0,714,338,18.0,52,1345,44,9998.0,4200.0,500,2140,75.0,82.0,18.1,9,8415.0,69,7760,0.50459364,48.4,50.35106008,West,Small,Public,Medium
Florida Institute of Technology,Yes,1947.0,1580,523,39.0,74,1863,233,13900.0,4140.0,750,1500,90.0,90.0,10.6,7,8923.0,57,20290,0.811504879,79.8,37.57115918,West,Small,Private,Low
Florida International University,No,3306.0,2079,1071,42.0,89,10208,9310,9998.0,2494.0,800,3028,81.0,96.0,13.9,20,6722.0,66,6322,0.628856624,79.2,58.07303275,Northeast,Large,Private,Medium
Florida Southern College,Yes,1381.0,1040,374,20.0,44,1506,970,8025.0,4865.0,400,650,65.0,74.0,17.4,10,6339.0,68,13940,0.75307748,59.6,38.91142702,Northeast,Small,Private,Medium
Florida State University,No,11651.0,8683,3023,50.0,90,18906,3242,6680.0,4200.0,600,1020,80.0,89.0,23.1,15,7250.0,58,8300,0.745257918,77.6,41.61816589,West,Large,Public,Low
Fontbonne College,Yes,291.0,245,126,16.0,49,981,337,8390.0,4100.0,350,1500,45.0,55.0,21.5,24,4607.0,62,14340,0.841924399,43.2,37.76023488,West,Small,Public,Medium
Fordham University,Yes,4200.0,2874,942,30.0,55,4740,1646,14235.0,6965.0,600,1735,86.0,97.0,14.4,14,10864.0,80,23535,0.684285714,79.2,53.5329933,South,Medium,Religious,High
Fort Lewis College,No,3440.0,2823,1123,16.0,35,3793,486,6198.0,3320.0,500,2500,89.0,97.0,19.1,6,4362.0,46,12518,0.820639535,77.6,32.90709737,Northeast,Medium,Public,Low
Francis Marion University,No,1801.0,1655,819,13.0,38,3224,436,5840.0,3138.0,400,2430,76.0,76.0,19.1,8,5039.0,43,11808,0.918933926,63.4,18.47314313,Northeast,Medium,Private,Low
Franciscan University of Steubenville,Yes,553.0,452,228,23.0,49,1301,242,9998.0,4200.0,600,1000,75.0,82.0,14.9,8,8415.0,83,15650,0.817359855,55.0,59.28413058,Northeast,Small,Religious,High
Franklin College,Yes,804.0,632,281,29.0,72,840,68,10390.0,4040.0,525,1345,54.0,78.0,12.5,37,11751.0,60,16300,0.786069652,58.6,51.51453731,South,Small,Public,Low
Franklin Pierce College,Yes,5187.0,4471,446,3.0,14,1818,1197,9998.0,4200.0,500,800,75.0,82.0,17.6,16,8415.0,51,19250,0.861962599,43.0,33.43280851,West,Small,Public,Low
Freed-Hardeman University,Yes,895.0,548,314,20.0,54,1174,50,5500.0,3340.0,600,1600,68.0,76.0,16.1,13,6078.0,62,11040,0.612290503,61.6,44.69903928,South,Small,Private,Medium
Fresno Pacific College,Yes,346.0,274,146,23.0,87,704,63,9900.0,4200.0,630,1818,59.0,59.0,10.5,14,8095.0,54,12348,0.791907514,51.8,42.92460847,Midwest,Small,Public,Low
Furman University,Yes,2161.0,1951,685,56.0,82,2371,175,13440.0,4048.0,600,1250,92.0,95.0,13.5,28,12940.0,82,19338,0.902822767,86.0,56.5802325,West,Medium,Private,High
Gannon University,Yes,2464.0,1908,678,24.0,57,2693,691,10970.0,4200.0,500,1380,47.0,51.0,13.3,18,7711.0,65,12850,0.774350649,44.0,42.59519906,Northeast,Medium,Private,Medium
Gardner Webb University,Yes,1110.0,930,332,18.0,36,1603,374,8180.0,4270.0,500,500,65.0,58.0,15.2,12,5664.0,29,13450,0.837837838,52.8,8.921317981,West,Small,Private,Low
Geneva College,Yes,668.0,534,237,19.0,39,1306,258,9476.0,4820.0,500,1100,67.0,67.0,20.1,26,6786.0,74,15896,0.799401198,57.4,55.0049536,West,Small,Public,Medium
George Fox College,Yes,809.0,726,294,27.0,52,1271,43,12500.0,4130.0,400,1050,75.0,53.0,13.6,22,7136.0,52,18080,0.897404203,56.6,35.83415795,South,Small,Private,Low
George Mason University,No,5653.0,4326,1727,17.0,29,9528,3822,10800.0,4840.0,580,1050,93.0,96.0,19.3,7,6751.0,46,17270,0.765257385,79.0,27.13658074,West,Large,Private,Low
George Washington University,Yes,7875.0,5062,1492,38.0,71,5471,1470,17450.0,6328.0,700,950,92.0,93.0,7.6,15,14745.0,72,25428,0.642793651,81.6,51.03298355,South,Medium,Public,Medium
Georgetown College,Yes,727.0,693,286,30.0,55,1063,48,8100.0,3950.0,550,550,73.0,76.0,13.3,28,7508.0,55,13150,0.953232462,65.6,35.58159822,Midwest,Small,Private,Low
Georgetown University,Yes,11115.0,2881,1390,71.0,93,5881,406,18300.0,7131.0,670,1700,91.0,92.0,7.2,27,19635.0,95,27801,0.25919928,87.4,63.85786934,Midwest,Medium,Religious,Elite
Georgia Institute of Technology,No,7837.0,4527,2276,89.0,99,8528,654,6489.0,4200.0,795,1164,75.0,92.0,19.3,33,11271.0,70,8448,0.577644507,84.6,52.03145578,West,Large,Private,Medium
Georgia State University,No,3793.0,2341,1238,9.0,24,7732,9054,6744.0,4200.0,720,3450,87.0,89.0,19.0,10,7762.0,125,10914,0.61718956,72.2,80.80808794,South,Medium,Private,Low
Georgian Court College,Yes,348.0,281,127,12.0,52,1095,785,9150.0,3950.0,500,800,56.0,59.0,12.2,27,7348.0,76,14400,0.807471264,48.4,58.43657643,Northeast,Small,Public,High
Gettysburg College,Yes,3596.0,2466,575,42.0,78,1944,46,19964.0,4200.0,500,500,94.0,95.0,12.1,32,14720.0,83,20964,0.685761958,84.0,51.11156918,West,Small,Public,High
Goldey Beacom College,Yes,633.0,468,284,10.0,27,823,963,6120.0,2985.0,531,1830,25.0,25.0,27.6,4,6081.0,36,11466,0.739336493,22.0,21.88649296,Northeast,Small,Public,Low
Gonzaga University,Yes,1886.0,1524,526,23.0,67,2523,296,13000.0,4450.0,600,2400,78.0,90.0,14.7,32,9553.0,69,20450,0.808059385,71.8,57.91473097,South,Medium,Public,Medium
Gordon College,Yes,674.0,565,282,25.0,54,1151,39,12200.0,4070.0,400,1200,73.0,82.0,14.2,32,9226.0,66,17870,0.838278932,67.0,51.83677381,Northeast,Small,Religious,Medium
Goshen College,Yes,440.0,396,221,26.0,51,910,166,9998.0,4200.0,600,1230,51.0,56.0,9.9,46,10270.0,72,1830,0.9,48.0,50.88801996,South,Small,Public,Medium
Goucher College,Yes,1151.0,813,248,40.0,64,850,80,15588.0,6174.0,500,1200,78.0,90.0,9.2,34,16623.0,77,23462,0.706342311,75.2,49.19734892,Midwest,Small,Private,High
Grace College and Seminary,Yes,548.0,428,167,18.0,46,618,113,8958.0,3670.0,300,1000,53.0,59.0,15.3,26,9798.0,64,13928,0.781021898,48.4,42.15363847,Midwest,Small,Public,Medium
Graceland College,Yes,555.0,414,242,14.0,41,996,2281,9100.0,4200.0,550,880,51.0,61.0,23.6,24,5609.0,47,10530,0.745945946,47.6,33.26637657,South,Small,Public,Low
Grand Valley State University,No,5165.0,3887,1561,20.0,60,8234,2619,6108.0,3800.0,500,1000,64.0,66.0,20.6,9,5063.0,57,11408,0.752565344,56.0,40.08761616,West,Large,Public,Low
Green Mountain College,Yes,780.0,628,198,7.0,20,545,42,9998.0,4200.0,400,850,75.0,82.0,14.0,24,8415.0,76,15700,0.805128205,65.4,52.74564535,Midwest,Small,Public,High
Greensboro College,Yes,608.0,494,176,23.0,31,649,314,9998.0,3770.0,550,1300,64.0,80.0,13.0,31,7949.0,39,5620,0.8125,62.2,27.14583743,West,Small,Private,Low
Greenville College,Yes,510.0,387,194,23.0,46,771,53,10310.0,4530.0,400,800,57.0,61.0,14.3,16,8222.0,60,16040,0.758823529,51.8,40.92812445,Midwest,Small,Religious,Low
Grinnell College,Yes,2039.0,1389,432,56.0,91,1333,30,15688.0,4618.0,400,400,88.0,92.0,9.5,54,18979.0,83,21106,0.681216282,83.2,50.89010632,Northeast,Small,Religious,High
Grove City College,Yes,2491.0,1110,573,57.0,88,2213,35,5224.0,3048.0,525,350,65.0,65.0,13.6,18,4957.0,100,9147,0.445604175,63.4,67.41744629,Northeast,Medium,Public,Elite
Guilford College,Yes,1202.0,1054,326,18.0,44,1410,299,13404.0,5160.0,450,1050,78.0,86.0,15.6,30,9114.0,65,20064,0.87687188,69.2,50.07312027,Northeast,Small,Private,Medium
Gustavus Adolphus College,Yes,1709.0,1385,634,36.0,72,2281,50,14125.0,3600.0,400,700,79.0,89.0,12.5,58,9907.0,80,18825,0.810415448,74.4,49.15832851,South,Medium,Public,High
Gwynedd Mercy College,Yes,380.0,237,104,30.0,56,716,1108,11000.0,4200.0,500,500,36.0,41.0,7.8,22,7483.0,96,12000,0.623684211,36.8,66.25222244,South,Small,Religious,Elite
Hamilton College,Yes,3140.0,1783,454,40.0,82,1646,24,19700.0,5050.0,300,800,91.0,96.0,9.6,60,17761.0,91,25850,0.567834395,82.8,59.60123036,Midwest,Small,Private,Elite
Hamline University,Yes,1006.0,825,328,34.0,73,1362,102,13252.0,4194.0,450,550,89.0,93.0,13.0,33,10296.0,65,18446,0.820079523,79.6,46.05675215,Midwest,Small,Public,Medium
Hampden - Sydney College,Yes,817.0,644,307,20.0,40,945,1,13218.0,4773.0,660,600,95.0,97.0,13.3,53,12263.0,69,19251,0.788249694,80.8,46.35683409,West,Small,Public,Medium
Hampton University,Yes,7178.0,3755,1433,25.0,63,4623,740,9998.0,3518.0,600,2000,60.0,64.0,14.0,9,6791.0,70,6118,0.523126219,54.6,56.38696832,South,Medium,Public,Medium
Hanover College,Yes,1006.0,837,317,33.0,65,1024,15,8200.0,3485.0,500,1200,84.0,84.0,10.6,26,9248.0,64,13385,0.832007952,73.8,47.33291577,Northeast,Small,Public,Medium
Hardin-Simmons University,Yes,467.0,424,350,16.0,40,1365,334,6300.0,2980.0,700,2140,75.0,79.0,13.7,10,7054.0,38,12120,0.907922912,64.8,20.04098417,Northeast,Small,Religious,Low
Harding University,Yes,1721.0,1068,806,35.0,75,3128,213,5504.0,3528.0,700,910,71.0,77.0,17.7,37,6466.0,73,10642,0.620569436,66.2,54.45614006,Midwest,Medium,Private,Medium
Hartwick College,Yes,2083.0,1725,430,22.0,49,1464,67,17480.0,4780.0,500,700,75.0,87.0,12.3,32,11625.0,73,23460,0.828132501,69.2,47.22674072,Midwest,Small,Religious,Medium
Harvard University,Yes,13865.0,2165,1606,90.0,100,6862,320,18485.0,6410.0,500,1920,97.0,97.0,9.9,52,37219.0,100,27315,0.156148576,95.6,67.11501814,West,Medium,Public,Elite
Harvey Mudd College,Yes,1377.0,572,178,95.0,100,654,5,17230.0,6690.0,700,900,100.0,100.0,8.2,46,21569.0,100,25520,0.415395788,99.0,71.5690951,South,Small,Private,Elite
Hastings College,Yes,817.0,708,262,22.0,52,935,37,9376.0,3272.0,500,1902,57.0,63.0,13.0,17,7335.0,52,15050,0.866585067,52.4,33.9412629,West,Small,Public,Low
Hendrix College,Yes,823.0,721,274,52.0,87,954,6,8800.0,3195.0,500,1200,82.0,99.0,13.1,26,8588.0,63,13695,0.876063183,82.8,48.56427908,South,Small,Private,Medium
Hillsdale College,Yes,920.0,745,347,130.0,66,1133,42,11090.0,4700.0,400,750,75.0,80.0,12.0,31,12639.0,79,16940,0.809782609,88.0,51.42744969,Midwest,Small,Public,High
Hiram College,Yes,922.0,729,244,37.0,66,1000,275,14067.0,4560.0,400,1000,150.0,95.0,10.6,34,12165.0,79,20027,0.790672451,105.4,52.20526724,South,Small,Public,High
Hobart and William Smith Colleges,Yes,2688.0,2081,500,25.0,53,1792,5,19029.0,5841.0,600,600,99.0,99.0,12.1,37,13040.0,79,26070,0.774181548,84.2,52.01814553,South,Small,Private,High
Hofstra University,Yes,7428.0,5860,1349,25.0,63,6534,1350,11600.0,4200.0,1000,1000,81.0,90.0,13.9,10,10093.0,60,13600,0.788906839,73.4,39.17180626,South,Medium,Public,Low
Hollins College,Yes,602.0,498,215,26.0,58,795,74,13470.0,5515.0,500,850,78.0,91.0,11.1,48,13957.0,72,20335,0.827242525,72.8,55.89595778,Northeast,Small,Private,Medium
Hood College,Yes,699.0,565,176,36.0,64,710,399,13960.0,6040.0,450,690,82.0,88.0,14.4,34,12434.0,72,21140,0.808297568,75.2,53.54398147,South,Small,Private,Medium
Hope College,Yes,1712.0,1483,624,37.0,69,2505,208,12275.0,4341.0,465,1100,72.0,81.0,12.5,40,9284.0,72,18181,0.866238318,68.6,58.94971977,Midwest,Medium,Public,Medium
Houghton College,Yes,949.0,786,302,30.0,70,1210,26,9990.0,3550.0,500,1500,85.0,90.0,15.0,24,8187.0,67,15540,0.828240253,76.0,58.23822102,West,Small,Religious,Medium
Huntingdon College,Yes,608.0,520,127,26.0,47,538,126,8080.0,3920.0,500,1100,63.0,72.0,11.4,9,7703.0,44,13600,0.855263158,59.2,25.64641484,West,Small,Private,Low
Huntington College,Yes,450.0,430,125,20.0,46,488,43,9950.0,3920.0,300,1300,76.0,76.0,11.8,25,9466.0,47,15470,0.955555556,64.8,33.25209564,South,Small,Private,Low
Huron University,Yes,600.0,197,124,3.0,9,392,69,7260.0,3090.0,600,1840,31.0,35.0,12.9,4,9249.0,21,12790,0.328333333,27.0,8.818998417,West,Small,Private,Low
Husson College,Yes,723.0,652,361,10.0,30,951,706,9998.0,4000.0,350,1500,36.0,44.0,22.0,4,4923.0,84,5850,0.901798064,34.0,54.91197036,South,Small,Private,High
Illinois Benedictine College,Yes,607.0,558,269,22.0,47,1222,519,9998.0,4200.0,650,1500,75.0,82.0,11.6,29,8415.0,75,16998,0.919275124,73.2,49.34958745,Northeast,Small,Private,Medium
Illinois College,Yes,894.0,787,262,28.0,63,909,28,8050.0,3850.0,600,1000,75.0,75.0,15.6,30,7348.0,52,13500,0.880313199,65.6,31.11422563,South,Small,Religious,Low
Illinois Institute of Technology,Yes,1756.0,1360,478,42.0,77,1911,626,14550.0,4620.0,500,700,80.0,88.0,12.3,26,12851.0,56,20370,0.774487472,75.6,33.94056364,West,Small,Private,Low
Illinois State University,No,8681.0,6695,2408,10.0,35,15701,1823,7799.0,4200.0,537,2605,77.0,84.0,21.0,16,5569.0,54,10941,0.771224513,66.4,37.07857811,Northeast,Large,Public,Low
Illinois Wesleyan University,Yes,3050.0,1342,471,55.0,86,1818,23,14360.0,4090.0,400,650,77.0,92.0,12.9,34,9605.0,83,19500,0.44,78.6,52.01640791,Northeast,Small,Public,High
Immaculata College,Yes,268.0,253,103,16.0,44,494,1305,10000.0,5364.0,500,1000,56.0,64.0,11.2,33,7305.0,69,16864,0.944029851,51.2,52.5106348,Midwest,Small,Private,Medium
Incarnate Word College,Yes,1163.0,927,386,16.0,49,1685,556,8840.0,4689.0,750,2775,67.0,69.0,11.4,21,6095.0,95,17054,0.797076526,57.6,61.91123231,West,Small,Public,Elite
Indiana State University,No,5659.0,4761,3147,10.0,31,8596,1949,6892.0,3706.0,600,2500,72.0,76.0,16.6,8,6996.0,40,13698,0.84131472,61.2,42.04784485,South,Large,Public,Low
Indiana University at Bloomington,No,16587.0,13243,5873,25.0,72,24763,2717,9766.0,3990.0,600,2000,77.0,88.0,21.3,24,8686.0,68,16356,0.798396334,71.0,45.34307775,West,Large,Public,Medium
Indiana Wesleyan University,Yes,735.0,423,366,20.0,48,2448,707,9210.0,3782.0,700,1000,49.0,51.0,39.8,15,6562.0,34,14692,0.575510204,44.0,24.16008821,West,Medium,Private,Low
